order_id,customer_id,amount,product_category,city,payment_method,Segment,Churn_Risk,R_score,F_score,M_score,year,month,month_name,quarter,week,date_str
ORD004079,CUST0423,1185.05,Clothing,Pune,Credit Card,Loyal Customers,Low,5,5,5,2022,2,February,Q1,8,2022-02-24
ORD000641,CUST0058,1019.33,Books,Surat,UPI,Loyal Customers,Low,3,4,4,2022,3,March,Q1,10,2022-03-07
ORD001271,CUST0118,856.38,Clothing,Ahmedabad,Debit Card,Loyal Customers,Low,3,5,5,2023,5,May,Q2,19,2023-05-09
ORD002779,CUST0286,3009.38,Books,Pune,UPI,Champions,Low,4,5,5,2022,7,July,Q3,28,2022-07-14
ORD008058,CUST0834,455.0,Clothing,Bangalore,Credit Card,Loyal Customers,Low,3,5,4,2023,3,March,Q1,9,2023-03-02
ORD003862,CUST0389,298.56,Electronics,Mumbai,NetBanking,Hibernating,Very High,2,1,1,2022,12,December,Q4,52,2022-12-29
ORD003481,CUST0354,554.19,Electronics,Mumbai,Credit Card,Loyal Customers,Low,3,4,4,2023,3,March,Q1,10,2023-03-09
ORD001535,CUST0146,2108.08,Clothing,Mumbai,Credit Card,Champions,Low,5,5,5,2022,6,June,Q2,23,2022-06-09
ORD000326,CUST0030,2139.57,Clothing,Hyderabad,UPI,Champions,Low,5,5,5,2022,3,March,Q1,10,2022-03-11
ORD002339,CUST0226,654.64,Sports,Jaipur,NetBanking,Loyal Customers,Low,5,5,5,2023,3,March,Q1,9,2023-03-03
ORD003981,CUST0410,1023.45,Clothing,Mumbai,Credit Card,Loyal Customers,Low,5,5,5,2022,11,November,Q4,47,2022-11-21
ORD006856,CUST0695,980.76,Electronics,Bangalore,UPI,Loyal Customers,Low,3,4,4,2022,11,November,Q4,44,2022-11-03
ORD004055,CUST0417,559.34,Beauty,Kolkata,Debit Card,Loyal Customers,Low,4,5,5,2022,1,January,Q1,3,2022-01-21
ORD002238,CUST0215,370.18,Beauty,Chennai,UPI,Hibernating,Very High,1,1,1,2022,9,September,Q3,37,2022-09-12
ORD007082,CUST0714,247.96,Electronics,Mumbai,Credit Card,At Risk,High,3,4,3,2022,11,November,Q4,48,2022-11-30
ORD009659,CUST0970,388.5,Sports,Mumbai,NetBanking,Hibernating,Very High,1,3,3,2022,5,May,Q2,21,2022-05-27
ORD004732,CUST0473,2463.93,Clothing,Kolkata,Debit Card,Champions,Low,5,5,5,2023,10,October,Q4,42,2023-10-21
ORD000865,CUST0076,346.05,Sports,Hyderabad,Credit Card,At Risk,High,4,1,2,2023,6,June,Q2,25,2023-06-22
ORD005667,CUST0587,1523.97,Beauty,Bangalore,Debit Card,Champions,Low,5,5,5,2022,10,October,Q4,40,2022-10-09
ORD008846,CUST0899,1663.23,Electronics,Ahmedabad,Credit Card,Loyal Customers,Low,5,5,5,2023,11,November,Q4,47,2023-11-25
ORD006322,CUST0641,2080.16,Electronics,Mumbai,UPI,Champions,Low,5,5,5,2023,4,April,Q2,13,2023-04-02
ORD000372,CUST0032,1346.28,Home & Kitchen,Hyderabad,Debit Card,Loyal Customers,Low,4,5,5,2023,1,January,Q1,2,2023-01-14
ORD006276,CUST0637,180.86,Clothing,Surat,Credit Card,At Risk,High,2,3,2,2022,4,April,Q2,17,2022-04-30
ORD005533,CUST0570,416.84,Home & Kitchen,Mumbai,UPI,At Risk,High,4,3,3,2022,10,October,Q4,42,2022-10-20
ORD008334,CUST0860,934.89,Books,Jaipur,Credit Card,Champions,Low,5,5,5,2022,10,October,Q4,43,2022-10-25
ORD007309,CUST0740,622.16,Home & Kitchen,Hyderabad,Debit Card,At Risk,High,3,3,3,2022,2,February,Q1,8,2022-02-23
ORD009278,CUST0937,715.58,Books,Kolkata,Debit Card,Champions,Low,5,5,5,2022,11,November,Q4,45,2022-11-07
ORD005517,CUST0568,818.15,Home & Kitchen,Pune,Credit Card,At Risk,High,3,4,4,2022,8,August,Q3,33,2022-08-16
ORD002365,CUST0229,275.55,Electronics,Kolkata,COD,At Risk,High,2,2,2,2022,11,November,Q4,46,2022-11-18
ORD003214,CUST0333,1722.27,Clothing,Pune,UPI,Loyal Customers,Low,5,5,5,2023,10,October,Q4,42,2023-10-18
ORD000912,CUST0079,962.98,Home & Kitchen,Surat,UPI,At Risk,High,3,4,4,2022,8,August,Q3,33,2022-08-20
ORD009038,CUST0910,990.92,Clothing,Kolkata,COD,At Risk,High,3,4,4,2023,1,January,Q1,1,2023-01-03
ORD007075,CUST0714,317.88,Clothing,Bangalore,Debit Card,At Risk,High,3,4,3,2023,7,July,Q3,28,2023-07-12
ORD007243,CUST0730,1040.83,Home & Kitchen,Surat,Debit Card,Loyal Customers,Low,4,4,5,2022,12,December,Q4,49,2022-12-06
ORD008424,CUST0871,388.97,Clothing,Jaipur,Credit Card,At Risk,High,3,4,3,2023,3,March,Q1,11,2023-03-17
ORD006516,CUST0660,144.41,Home & Kitchen,Mumbai,Debit Card,At Risk,High,2,3,1,2022,3,March,Q1,10,2022-03-12
ORD006927,CUST0702,2236.49,Clothing,Delhi,COD,Champions,Low,5,5,5,2023,12,December,Q4,49,2023-12-05
ORD001424,CUST0132,168.23,Electronics,Mumbai,Credit Card,Loyal Customers,Low,4,4,4,2023,10,October,Q4,40,2023-10-02
ORD009798,CUST0981,748.03,Books,Surat,UPI,At Risk,High,3,3,3,2023,7,July,Q3,30,2023-07-24
ORD000480,CUST0041,655.36,Clothing,Mumbai,Credit Card,Loyal Customers,Low,5,5,5,2022,12,December,Q4,52,2022-12-26
ORD000663,CUST0059,1128.7,Electronics,Kolkata,NetBanking,Champions,Low,5,5,5,2023,7,July,Q3,28,2023-07-14
ORD004465,CUST0453,323.16,Clothing,Pune,COD,At Risk,High,3,3,3,2022,6,June,Q2,22,2022-06-04
ORD008973,CUST0903,321.15,Electronics,Ahmedabad,COD,Loyal Customers,Low,5,4,4,2023,8,August,Q3,34,2023-08-23
ORD008053,CUST0834,589.14,Books,Chennai,COD,Loyal Customers,Low,3,5,4,2023,4,April,Q2,13,2023-04-02
ORD002989,CUST0301,1323.36,Electronics,Chennai,NetBanking,Loyal Customers,Low,5,5,5,2022,9,September,Q3,36,2022-09-10
ORD001120,CUST0103,290.76,Sports,Surat,Debit Card,At Risk,High,3,4,3,2023,5,May,Q2,21,2023-05-23
ORD002777,CUST0285,252.97,Home & Kitchen,Bangalore,UPI,At Risk,High,2,3,3,2022,1,January,Q1,1,2022-01-08
ORD008026,CUST0833,1043.67,Clothing,Chennai,Credit Card,Loyal Customers,Low,5,5,5,2022,3,March,Q1,12,2022-03-27
ORD007969,CUST0824,416.76,Beauty,Surat,UPI,At Risk,High,3,3,3,2022,11,November,Q4,47,2022-11-21
ORD009503,CUST0958,472.88,Clothing,Bangalore,UPI,Champions,Low,5,5,5,2022,5,May,Q2,19,2022-05-14
ORD009641,CUST0966,455.76,Clothing,Mumbai,UPI,At Risk,High,3,3,3,2023,2,February,Q1,7,2023-02-16
ORD008091,CUST0839,369.47,Electronics,Bangalore,Debit Card,Hibernating,Very High,1,3,2,2022,1,January,Q1,3,2022-01-22
ORD003982,CUST0410,1231.86,Clothing,Ahmedabad,COD,Loyal Customers,Low,5,5,5,2022,6,June,Q2,26,2022-06-28
ORD006331,CUST0641,2259.81,Sports,Pune,Credit Card,Champions,Low,5,5,5,2022,6,June,Q2,22,2022-06-01
ORD002894,CUST0292,1763.71,Books,Mumbai,NetBanking,Loyal Customers,Low,5,5,5,2022,9,September,Q3,37,2022-09-16
ORD002670,CUST0270,904.62,Electronics,Mumbai,Credit Card,Loyal Customers,Low,5,5,5,2022,7,July,Q3,28,2022-07-13
ORD003978,CUST0410,1670.71,Clothing,Jaipur,Credit Card,Loyal Customers,Low,5,5,5,2023,10,October,Q4,42,2023-10-17
ORD006496,CUST0657,694.5,Electronics,Mumbai,UPI,Loyal Customers,Low,5,5,5,2023,6,June,Q2,24,2023-06-18
ORD000280,CUST0024,313.7,Clothing,Hyderabad,COD,At Risk,High,3,4,3,2022,1,January,Q1,2,2022-01-16
ORD006709,CUST0677,232.02,Books,Delhi,Debit Card,Loyal Customers,Low,5,4,4,2023,8,August,Q3,34,2023-08-26
ORD006084,CUST0617,963.7,Clothing,Surat,Debit Card,Loyal Customers,Low,5,5,5,2022,2,February,Q1,6,2022-02-10
ORD006998,CUST0705,1131.49,Sports,Pune,COD,Champions,Low,5,5,5,2023,9,September,Q3,38,2023-09-24
ORD001695,CUST0159,855.69,Electronics,Mumbai,UPI,Loyal Customers,Low,4,5,5,2023,4,April,Q2,16,2023-04-19
ORD008903,CUST0900,1761.05,Home & Kitchen,Ahmedabad,Debit Card,Champions,Low,5,5,5,2022,9,September,Q3,38,2022-09-24
ORD003480,CUST0354,603.92,Home & Kitchen,Pune,UPI,Loyal Customers,Low,3,4,4,2022,5,May,Q2,18,2022-05-04
ORD004417,CUST0445,519.21,Books,Bangalore,UPI,At Risk,High,5,2,3,2023,11,November,Q4,46,2023-11-19
ORD007568,CUST0774,402.91,Home & Kitchen,Ahmedabad,Credit Card,At Risk,High,3,3,3,2022,5,May,Q2,18,2022-05-04
ORD006178,CUST0629,1792.31,Home & Kitchen,Hyderabad,UPI,Champions,Low,5,5,5,2022,3,March,Q1,9,2022-03-01
ORD005596,CUST0581,114.68,Beauty,Pune,NetBanking,Hibernating,Very High,2,3,2,2022,6,June,Q2,25,2022-06-23
ORD008992,CUST0908,1022.95,Books,Surat,UPI,At Risk,High,3,4,4,2022,4,April,Q2,16,2022-04-19
ORD007756,CUST0795,1311.06,Beauty,Kolkata,UPI,Loyal Customers,Low,4,5,5,2022,9,September,Q3,36,2022-09-11
ORD004297,CUST0437,3873.5,Home & Kitchen,Ahmedabad,UPI,Champions,Low,5,5,5,2023,1,January,Q1,1,2023-01-05
ORD006253,CUST0635,895.56,Books,Delhi,Credit Card,Loyal Customers,Low,4,4,4,2022,11,November,Q4,44,2022-11-04
ORD004830,CUST0488,608.86,Books,Kolkata,Credit Card,Loyal Customers,Low,5,5,4,2022,2,February,Q1,7,2022-02-17
ORD002210,CUST0211,135.86,Electronics,Ahmedabad,Debit Card,Hibernating,Very High,2,3,2,2022,11,November,Q4,45,2022-11-07
ORD007581,CUST0776,1623.28,Home & Kitchen,Hyderabad,Debit Card,Loyal Customers,Low,4,5,5,2022,5,May,Q2,21,2022-05-25
ORD009022,CUST0909,1114.54,Home & Kitchen,Bangalore,COD,Loyal Customers,Low,4,5,5,2022,9,September,Q3,35,2022-09-03
ORD000185,CUST0015,777.23,Electronics,Ahmedabad,Debit Card,At Risk,High,3,4,4,2022,9,September,Q3,35,2022-09-04
ORD005682,CUST0587,1493.17,Electronics,Ahmedabad,COD,Champions,Low,5,5,5,2023,5,May,Q2,22,2023-05-30
ORD004831,CUST0488,448.47,Sports,Chennai,Credit Card,Loyal Customers,Low,5,5,4,2023,10,October,Q4,41,2023-10-11
ORD002351,CUST0228,272.3,Clothing,Mumbai,Debit Card,Loyal Customers,Low,4,4,4,2022,2,February,Q1,8,2022-02-22
ORD000554,CUST0046,293.75,Home & Kitchen,Surat,UPI,Hibernating,Very High,1,3,3,2022,8,August,Q3,33,2022-08-15
ORD001398,CUST0130,92.67,Electronics,Mumbai,NetBanking,Hibernating,Very High,2,3,2,2022,7,July,Q3,27,2022-07-05
ORD001385,CUST0129,3066.56,Home & Kitchen,Pune,UPI,Champions,Low,5,5,5,2022,11,November,Q4,48,2022-11-28
ORD004731,CUST0473,4029.06,Books,Ahmedabad,UPI,Champions,Low,5,5,5,2022,1,January,Q1,2,2022-01-12
ORD005738,CUST0591,1299.15,Electronics,Surat,COD,Loyal Customers,Low,4,5,5,2022,1,January,Q1,2,2022-01-10
ORD000298,CUST0027,1500.22,Home & Kitchen,Chennai,UPI,Loyal Customers,Low,5,4,4,2023,3,March,Q1,10,2023-03-10
ORD000444,CUST0038,3629.27,Clothing,Pune,Debit Card,Champions,Low,5,5,5,2022,12,December,Q4,52,2022-12-29
ORD007314,CUST0741,121.26,Home & Kitchen,Mumbai,UPI,At Risk,High,3,3,1,2022,6,June,Q2,22,2022-06-04
ORD002078,CUST0202,1238.69,Books,Hyderabad,UPI,Loyal Customers,Low,5,5,5,2022,3,March,Q1,11,2022-03-17
ORD009035,CUST0910,653.79,Clothing,Bangalore,Debit Card,At Risk,High,3,4,4,2023,3,March,Q1,11,2023-03-19
ORD002230,CUST0214,904.71,Clothing,Pune,Debit Card,Loyal Customers,Low,4,4,5,2022,9,September,Q3,36,2022-09-11
ORD002843,CUST0291,955.0,Home & Kitchen,Hyderabad,Debit Card,Champions,Low,5,5,5,2023,10,October,Q4,42,2023-10-20
ORD002538,CUST0247,1048.02,Beauty,Mumbai,Debit Card,At Risk,High,2,3,3,2022,12,December,Q4,48,2022-12-04
ORD008460,CUST0874,379.05,Beauty,Jaipur,Credit Card,At Risk,High,3,3,3,2022,11,November,Q4,47,2022-11-25
ORD008297,CUST0857,818.78,Electronics,Surat,NetBanking,Champions,Low,5,5,5,2022,4,April,Q2,16,2022-04-20
ORD006423,CUST0651,2823.71,Home & Kitchen,Hyderabad,COD,Champions,Low,5,5,5,2023,6,June,Q2,25,2023-06-24
ORD003368,CUST0340,2995.82,Sports,Bangalore,Credit Card,Champions,Low,4,5,5,2022,10,October,Q4,41,2022-10-15
ORD004475,CUST0455,518.71,Beauty,Kolkata,Credit Card,Loyal Customers,Low,4,5,4,2022,3,March,Q1,12,2022-03-24
ORD002579,CUST0255,408.36,Home & Kitchen,Surat,Debit Card,Loyal Customers,Low,3,4,4,2023,8,August,Q3,31,2023-08-01
ORD001132,CUST0106,359.5,Home & Kitchen,Surat,Debit Card,Loyal Customers,Low,5,5,4,2023,2,February,Q1,8,2023-02-24
ORD004804,CUST0487,2584.73,Books,Hyderabad,Debit Card,Champions,Low,5,5,5,2022,12,December,Q4,50,2022-12-16
ORD000321,CUST0030,3704.88,Clothing,Pune,NetBanking,Champions,Low,5,5,5,2023,6,June,Q2,23,2023-06-05
ORD001372,CUST0129,1118.98,Sports,Mumbai,Debit Card,Champions,Low,5,5,5,2022,5,May,Q2,21,2022-05-29
ORD004043,CUST0417,801.7,Clothing,Bangalore,Debit Card,Loyal Customers,Low,4,5,5,2023,7,July,Q3,28,2023-07-14
ORD005122,CUST0520,1079.65,Books,Ahmedabad,UPI,Loyal Customers,Low,5,4,5,2023,1,January,Q1,4,2023-01-26
ORD005129,CUST0521,295.4,Beauty,Mumbai,Debit Card,Hibernating,Very High,2,2,2,2022,4,April,Q2,16,2022-04-23
ORD000908,CUST0079,912.55,Books,Chennai,Credit Card,At Risk,High,3,4,4,2022,3,March,Q1,13,2022-03-29
ORD005943,CUST0605,364.09,Home & Kitchen,Delhi,Debit Card,Loyal Customers,Low,4,5,5,2022,10,October,Q4,40,2022-10-03
ORD003951,CUST0407,559.62,Beauty,Mumbai,NetBanking,Hibernating,Very High,2,3,3,2022,7,July,Q3,30,2022-07-26
ORD004701,CUST0471,2741.8,Electronics,Kolkata,Credit Card,Champions,Low,5,5,5,2022,9,September,Q3,38,2022-09-25
ORD008877,CUST0900,2888.1,Beauty,Mumbai,UPI,Champions,Low,5,5,5,2022,4,April,Q2,14,2022-04-08
ORD006674,CUST0673,2279.67,Clothing,Kolkata,Credit Card,Champions,Low,5,5,5,2023,1,January,Q1,4,2023-01-23
ORD004962,CUST0500,213.39,Beauty,Pune,Credit Card,Hibernating,Very High,2,1,1,2023,1,January,Q1,2,2023-01-12
ORD006072,CUST0617,2621.45,Home & Kitchen,Kolkata,COD,Loyal Customers,Low,5,5,5,2022,11,November,Q4,47,2022-11-21
ORD008399,CUST0868,1254.6,Clothing,Mumbai,COD,Loyal Customers,Low,5,4,4,2023,9,September,Q3,37,2023-09-12
ORD000927,CUST0080,355.34,Home & Kitchen,Kolkata,NetBanking,Loyal Customers,Low,4,4,4,2023,10,October,Q4,40,2023-10-03
ORD008826,CUST0897,1086.69,Clothing,Surat,UPI,Loyal Customers,Low,4,5,5,2022,5,May,Q2,17,2022-05-01
ORD000016,CUST0004,191.19,Clothing,Delhi,UPI,Hibernating,Very High,1,1,1,2022,11,November,Q4,44,2022-11-05
ORD000144,CUST0011,1415.68,Clothing,Bangalore,Debit Card,Champions,Low,5,5,5,2023,7,July,Q3,29,2023-07-21
ORD002364,CUST0228,496.1,Electronics,Delhi,Debit Card,Loyal Customers,Low,4,4,4,2023,3,March,Q1,13,2023-03-28
ORD000130,CUST0011,1780.12,Beauty,Jaipur,Debit Card,Champions,Low,5,5,5,2022,4,April,Q2,16,2022-04-23
ORD001162,CUST0107,797.31,Electronics,Surat,COD,At Risk,High,2,4,4,2022,11,November,Q4,44,2022-11-03
ORD005852,CUST0600,1378.85,Beauty,Surat,UPI,Loyal Customers,Low,5,5,5,2023,2,February,Q1,5,2023-02-04
ORD006109,CUST0618,227.29,Electronics,Surat,Debit Card,Loyal Customers,Low,4,5,4,2023,1,January,Q1,2,2023-01-11
ORD004716,CUST0473,4820.24,Clothing,Mumbai,Credit Card,Champions,Low,5,5,5,2023,9,September,Q3,39,2023-09-26
ORD007212,CUST0727,224.17,Books,Ahmedabad,UPI,Loyal Customers,Low,4,5,4,2022,3,March,Q1,12,2022-03-23
ORD007350,CUST0747,371.8,Beauty,Delhi,Credit Card,At Risk,High,3,4,3,2022,7,July,Q3,29,2022-07-19
ORD001877,CUST0176,1073.67,Beauty,Chennai,UPI,Loyal Customers,Low,4,4,4,2023,4,April,Q2,14,2023-04-05
ORD002489,CUST0244,452.98,Books,Kolkata,UPI,At Risk,High,3,4,4,2023,8,August,Q3,31,2023-08-05
ORD008491,CUST0875,1393.98,Clothing,Surat,Credit Card,Champions,Low,5,5,5,2022,4,April,Q2,17,2022-04-28
ORD007394,CUST0754,750.98,Electronics,Hyderabad,Debit Card,At Risk,High,3,3,4,2022,10,October,Q4,43,2022-10-29
ORD001183,CUST0110,915.01,Clothing,Surat,NetBanking,Champions,Low,5,5,5,2023,12,December,Q4,48,2023-12-01
ORD006115,CUST0619,343.72,Clothing,Jaipur,Credit Card,Hibernating,Very High,1,1,1,2022,7,July,Q3,27,2022-07-09
ORD005339,CUST0547,558.73,Clothing,Pune,Credit Card,Loyal Customers,Low,5,4,4,2023,11,November,Q4,45,2023-11-08
ORD001171,CUST0109,1800.19,Home & Kitchen,Pune,COD,Loyal Customers,Low,4,4,5,2022,5,May,Q2,22,2022-05-30
ORD002183,CUST0209,756.49,Sports,Mumbai,Debit Card,Loyal Customers,Low,5,5,5,2023,10,October,Q4,43,2023-10-29
ORD003372,CUST0342,369.03,Home & Kitchen,Jaipur,Credit Card,At Risk,High,3,3,3,2023,5,May,Q2,20,2023-05-17
ORD008016,CUST0831,1279.13,Books,Ahmedabad,UPI,Loyal Customers,Low,5,5,5,2023,10,October,Q4,42,2023-10-19
ORD001860,CUST0174,757.38,Beauty,Kolkata,Credit Card,At Risk,High,3,4,4,2023,1,January,Q1,3,2023-01-19
ORD004846,CUST0490,170.94,Home & Kitchen,Delhi,Credit Card,At Risk,High,4,2,1,2023,3,March,Q1,12,2023-03-20
ORD009706,CUST0975,1510.75,Books,Ahmedabad,COD,Champions,Low,5,5,5,2023,2,February,Q1,8,2023-02-22
ORD005283,CUST0541,762.41,Electronics,Jaipur,UPI,At Risk,High,5,2,3,2022,8,August,Q3,34,2022-08-28
ORD007880,CUST0819,805.83,Books,Surat,UPI,Champions,Low,5,5,5,2023,12,December,Q4,50,2023-12-11
ORD009422,CUST0946,2291.07,Clothing,Chennai,UPI,Champions,Low,5,5,5,2023,2,February,Q1,7,2023-02-19
ORD007361,CUST0748,183.59,Electronics,Ahmedabad,Debit Card,Hibernating,Very High,1,2,1,2022,2,February,Q1,7,2022-02-20
ORD009837,CUST0984,1189.3,Electronics,Pune,UPI,Champions,Low,5,5,5,2022,8,August,Q3,34,2022-08-28
ORD003122,CUST0320,568.44,Electronics,Kolkata,UPI,Loyal Customers,Low,4,4,4,2023,4,April,Q2,14,2023-04-05
ORD000388,CUST0033,3250.17,Clothing,Ahmedabad,Credit Card,Champions,Low,5,5,5,2022,5,May,Q2,20,2022-05-18
ORD007761,CUST0796,431.54,Books,Delhi,UPI,At Risk,High,4,3,3,2023,8,August,Q3,35,2023-08-29
ORD001033,CUST0098,460.8,Electronics,Chennai,UPI,At Risk,High,3,3,3,2022,7,July,Q3,28,2022-07-12
ORD008701,CUST0887,354.19,Beauty,Chennai,Credit Card,Hibernating,Very High,2,3,3,2022,5,May,Q2,18,2022-05-07
ORD009180,CUST0926,3450.77,Books,Ahmedabad,Credit Card,Champions,Low,5,5,5,2022,6,June,Q2,22,2022-06-01
ORD000932,CUST0083,774.32,Home & Kitchen,Kolkata,Debit Card,At Risk,High,3,3,3,2022,6,June,Q2,23,2022-06-10
ORD004020,CUST0414,206.22,Books,Delhi,NetBanking,At Risk,High,2,3,2,2022,12,December,Q4,52,2022-12-29
ORD000692,CUST0060,694.17,Electronics,Bangalore,Debit Card,At Risk,High,2,4,4,2023,4,April,Q2,16,2023-04-18
ORD005282,CUST0540,819.03,Home & Kitchen,Chennai,UPI,Loyal Customers,Low,5,4,4,2023,1,January,Q1,2,2023-01-14
ORD006638,CUST0670,811.85,Electronics,Bangalore,COD,Loyal Customers,Low,4,4,4,2023,10,October,Q4,43,2023-10-24
ORD000830,CUST0072,730.13,Electronics,Kolkata,Credit Card,Loyal Customers,Low,4,4,4,2022,4,April,Q2,14,2022-04-06
ORD003499,CUST0355,2062.96,Electronics,Delhi,UPI,Champions,Low,5,5,5,2022,3,March,Q1,10,2022-03-12
ORD002082,CUST0202,1973.42,Electronics,Kolkata,UPI,Loyal Customers,Low,5,5,5,2022,3,March,Q1,13,2022-03-31
ORD009431,CUST0947,844.12,Home & Kitchen,Chennai,Credit Card,Loyal Customers,Low,4,4,5,2023,6,June,Q2,24,2023-06-17
ORD000045,CUST0006,674.79,Electronics,Mumbai,UPI,Loyal Customers,Low,4,4,4,2023,4,April,Q2,15,2023-04-16
ORD003940,CUST0403,176.23,Electronics,Kolkata,Debit Card,Hibernating,Very High,1,3,2,2022,2,February,Q1,7,2022-02-16
ORD009235,CUST0933,373.5,Beauty,Hyderabad,UPI,At Risk,High,4,3,3,2023,9,September,Q3,39,2023-09-30
ORD008093,CUST0840,338.38,Clothing,Jaipur,UPI,At Risk,High,2,2,2,2023,2,February,Q1,9,2023-02-28
ORD004320,CUST0440,1583.8,Home & Kitchen,Bangalore,Debit Card,Champions,Low,5,5,5,2022,6,June,Q2,24,2022-06-17
ORD002966,CUST0300,1981.2,Home & Kitchen,Pune,NetBanking,Champions,Low,5,5,5,2023,9,September,Q3,37,2023-09-12
ORD003970,CUST0408,1890.1,Sports,Jaipur,NetBanking,Loyal Customers,Low,5,5,5,2023,8,August,Q3,34,2023-08-24
ORD001188,CUST0110,875.15,Books,Kolkata,Credit Card,Champions,Low,5,5,5,2022,8,August,Q3,34,2022-08-26
ORD000285,CUST0024,265.51,Sports,Chennai,NetBanking,At Risk,High,3,4,3,2023,5,May,Q2,19,2023-05-13
ORD008864,CUST0900,2069.09,Clothing,Chennai,Credit Card,Champions,Low,5,5,5,2022,3,March,Q1,13,2022-03-29
ORD004160,CUST0428,258.79,Books,Kolkata,Credit Card,At Risk,High,3,2,2,2023,3,March,Q1,9,2023-03-05
ORD003093,CUST0317,103.82,Electronics,Jaipur,Debit Card,At Risk,High,3,3,3,2023,1,January,Q1,3,2023-01-21
ORD007189,CUST0725,292.93,Sports,Hyderabad,Debit Card,At Risk,High,2,3,2,2022,12,December,Q4,52,2022-12-30
ORD004324,CUST0440,2174.75,Books,Surat,UPI,Champions,Low,5,5,5,2022,10,October,Q4,42,2022-10-19
ORD009481,CUST0955,764.58,Clothing,Kolkata,Credit Card,Loyal Customers,Low,4,4,4,2022,11,November,Q4,44,2022-11-03
ORD009467,CUST0953,991.4,Clothing,Bangalore,UPI,Loyal Customers,Low,4,4,4,2022,5,May,Q2,18,2022-05-08
ORD003365,CUST0340,2250.46,Clothing,Bangalore,Debit Card,Champions,Low,4,5,5,2023,8,August,Q3,32,2023-08-07
ORD007610,CUST0777,585.85,Home & Kitchen,Kolkata,Credit Card,Loyal Customers,Low,4,5,5,2022,7,July,Q3,30,2022-07-31
ORD003196,CUST0330,1390.11,Electronics,Ahmedabad,Debit Card,Loyal Customers,Low,4,5,5,2022,12,December,Q4,50,2022-12-18
ORD005651,CUST0587,913.86,Books,Ahmedabad,Debit Card,Champions,Low,5,5,5,2022,4,April,Q2,16,2022-04-20
ORD000970,CUST0084,1014.04,Electronics,Pune,UPI,Champions,Low,5,5,5,2022,10,October,Q4,42,2022-10-23
ORD003735,CUST0375,753.15,Electronics,Hyderabad,Debit Card,Champions,Low,5,5,5,2023,1,January,Q1,3,2023-01-21
ORD000926,CUST0080,812.26,Clothing,Jaipur,NetBanking,Loyal Customers,Low,4,4,4,2022,8,August,Q3,31,2022-08-01
ORD009487,CUST0955,704.97,Home & Kitchen,Delhi,UPI,Loyal Customers,Low,4,4,4,2022,9,September,Q3,36,2022-09-11
ORD008004,CUST0831,881.69,Clothing,Delhi,UPI,Loyal Customers,Low,5,5,5,2022,4,April,Q2,17,2022-04-30
ORD007769,CUST0799,210.22,Electronics,Hyderabad,Debit Card,At Risk,High,3,3,2,2022,8,August,Q3,35,2022-08-29
ORD002852,CUST0291,1269.19,Sports,Ahmedabad,Credit Card,Champions,Low,5,5,5,2022,5,May,Q2,20,2022-05-21
ORD006312,CUST0641,1861.91,Beauty,Delhi,UPI,Champions,Low,5,5,5,2023,7,July,Q3,27,2023-07-07
ORD006119,CUST0621,690.16,Electronics,Pune,UPI,Loyal Customers,Low,5,4,4,2023,9,September,Q3,39,2023-09-28
ORD008856,CUST0899,1883.02,Books,Hyderabad,Credit Card,Loyal Customers,Low,5,5,5,2023,9,September,Q3,39,2023-09-25
ORD007786,CUST0802,750.8,Clothing,Bangalore,UPI,Loyal Customers,Low,3,4,4,2022,5,May,Q2,20,2022-05-16
ORD004472,CUST0454,275.8,Books,Bangalore,UPI,At Risk,High,2,2,1,2022,5,May,Q2,21,2022-05-27
ORD005800,CUST0598,1534.16,Books,Hyderabad,Debit Card,Loyal Customers,Low,4,5,5,2023,10,October,Q4,41,2023-10-09
ORD004349,CUST0440,1662.73,Home & Kitchen,Mumbai,Credit Card,Champions,Low,5,5,5,2022,8,August,Q3,33,2022-08-18
ORD009381,CUST0945,904.75,Electronics,Pune,Debit Card,Loyal Customers,Low,5,5,5,2023,2,February,Q1,7,2023-02-16
ORD003627,CUST0370,2114.65,Electronics,Ahmedabad,UPI,Champions,Low,5,5,5,2022,1,January,Q1,2,2022-01-13
ORD001790,CUST0169,706.03,Clothing,Jaipur,Credit Card,Champions,Low,5,5,5,2022,5,May,Q2,19,2022-05-15
ORD008284,CUST0857,1487.4,Electronics,Bangalore,Credit Card,Champions,Low,5,5,5,2023,7,July,Q3,27,2023-07-05
ORD002060,CUST0198,321.58,Books,Ahmedabad,Credit Card,At Risk,High,3,2,2,2022,7,July,Q3,27,2022-07-10
ORD004014,CUST0411,363.4,Books,Kolkata,Debit Card,At Risk,High,3,4,4,2022,11,November,Q4,47,2022-11-24
ORD001903,CUST0180,625.47,Clothing,Mumbai,Debit Card,Loyal Customers,Low,4,4,4,2022,1,January,Q1,3,2022-01-17
ORD005555,CUST0576,664.4,Books,Surat,Credit Card,At Risk,High,3,1,2,2023,6,June,Q2,24,2023-06-15
ORD007498,CUST0765,2461.16,Books,Hyderabad,Debit Card,Champions,Low,5,5,5,2023,10,October,Q4,41,2023-10-10
ORD000076,CUST0007,783.0,Electronics,Kolkata,COD,Champions,Low,5,5,5,2022,10,October,Q4,39,2022-10-01
